game_date,week,receiver_player_name,posteam,defteam,receiving_yards,complete_pass,pass_touchdown
2020-09-10,1,D.Carter,HOU,KC,,0.0,0.0
2020-09-13,1,M.Mack,IND,JAX,8.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,21.0,1.0,0.0
2020-09-13,1,M.Pittman,IND,JAX,5.0,1.0,0.0
2020-09-13,1,K.Cole,JAX,IND,5.0,1.0,0.0
2020-09-13,1,L.Shenault,JAX,IND,4.0,1.0,0.0
2020-09-13,1,C.Thompson,JAX,IND,4.0,1.0,0.0
2020-09-13,1,C.Thompson,JAX,IND,2.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,18.0,1.0,0.0
2020-09-13,1,M.Mack,IND,JAX,19.0,1.0,0.0
2020-09-13,1,J.Doyle,IND,JAX,,0.0,0.0
2020-09-13,1,Z.Pascal,IND,JAX,6.0,1.0,0.0
2020-09-13,1,L.Shenault,JAX,IND,,0.0,0.0
2020-09-13,1,D.Chark,JAX,IND,7.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,20.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,,0.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,0.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,,0.0,0.0
2020-09-13,1,D.Chark,JAX,IND,6.0,1.0,1.0
2020-09-13,1,N.Hines,IND,JAX,6.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,17.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,,0.0,0.0
2020-09-13,1,M.Mack,IND,JAX,3.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,14.0,1.0,0.0
2020-09-13,1,J.Taylor,IND,JAX,35.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,8.0,1.0,1.0
2020-09-13,1,L.Shenault,JAX,IND,18.0,1.0,0.0
2020-09-13,1,K.Cole,JAX,IND,4.0,1.0,0.0
2020-09-13,1,K.Cole,JAX,IND,10.0,1.0,0.0
2020-09-13,1,D.Chark,JAX,IND,12.0,1.0,0.0
2020-09-13,1,K.Cole,JAX,IND,6.0,1.0,0.0
2020-09-13,1,L.Shenault,JAX,IND,15.0,1.0,1.0
2020-09-13,1,T.Hilton,IND,JAX,11.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,0.0,1.0,0.0
2020-09-13,1,Z.Pascal,IND,JAX,12.0,1.0,0.0
2020-09-13,1,J.Doyle,IND,JAX,12.0,1.0,0.0
2020-09-13,1,J.Doyle,IND,JAX,9.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,3.0,1.0,0.0
2020-09-13,1,J.Doyle,IND,JAX,28.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,8.0,1.0,0.0
2020-09-13,1,M.Alie-Cox,IND,JAX,13.0,1.0,0.0
2020-09-13,1,J.Taylor,IND,JAX,4.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,,0.0,0.0
2020-09-13,1,J.O'Shaughnessy,JAX,IND,0.0,1.0,0.0
2020-09-13,1,C.Johnson,JAX,IND,14.0,1.0,0.0
2020-09-13,1,C.Conley,JAX,IND,6.0,1.0,0.0
2020-09-13,1,J.Taylor,IND,JAX,5.0,1.0,0.0
2020-09-13,1,Z.Pascal,IND,JAX,,0.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,3.0,1.0,0.0
2020-09-13,1,J.Taylor,IND,JAX,17.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,9.0,1.0,0.0
2020-09-13,1,J.Taylor,IND,JAX,6.0,1.0,0.0
2020-09-13,1,N.Hines,IND,JAX,7.0,1.0,0.0
2020-09-13,1,J.Robinson,JAX,IND,28.0,1.0,0.0
2020-09-13,1,T.Eifert,JAX,IND,8.0,1.0,0.0
2020-09-13,1,B.Miller,JAX,IND,2.0,1.0,0.0
2020-09-13,1,K.Cole,JAX,IND,22.0,1.0,1.0
2020-09-13,1,J.Taylor,IND,JAX,0.0,1.0,0.0
2020-09-13,1,M.Alie-Cox,IND,JAX,7.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,,0.0,0.0
2020-09-13,1,N.Hines,IND,JAX,4.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,8.0,1.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,12.0,1.0,0.0
2020-09-13,1,M.Pittman,IND,JAX,5.0,1.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,,0.0,0.0
2020-09-13,1,P.Campbell,IND,JAX,,0.0,0.0
2020-09-13,1,T.Hilton,IND,JAX,,0.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,2.0,1.0,0.0
2020-09-13,1,M.Thomas,CIN,LAC,,0.0,0.0
2020-09-13,1,K.Allen,LAC,CIN,,0.0,0.0
2020-09-13,1,K.Allen,LAC,CIN,10.0,1.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,,0.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,,0.0,0.0
2020-09-13,1,A.Green,CIN,LAC,11.0,1.0,0.0
2020-09-13,1,D.Sample,CIN,LAC,7.0,1.0,0.0
2020-09-13,1,A.Green,CIN,LAC,4.0,1.0,0.0
2020-09-13,1,J.Ross III,CIN,LAC,2.0,1.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,4.0,1.0,0.0
2020-09-13,1,K.Allen,LAC,CIN,,0.0,0.0
2020-09-13,1,J.Mixon,CIN,LAC,,0.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,,0.0,0.0
2020-09-13,1,J.Ross III,CIN,LAC,,0.0,0.0
2020-09-13,1,A.Green,CIN,LAC,13.0,1.0,0.0
2020-09-13,1,C.Uzomah,CIN,LAC,,0.0,0.0
2020-09-13,1,K.Allen,LAC,CIN,13.0,1.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,,0.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,15.0,1.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,7.0,1.0,0.0
2020-09-13,1,G.Bernard,CIN,LAC,6.0,1.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,7.0,1.0,0.0
2020-09-13,1,V.Green,LAC,CIN,,0.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,37.0,1.0,0.0
2020-09-13,1,K.Allen,LAC,CIN,,0.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,,0.0,0.0
2020-09-13,1,H.Henry,LAC,CIN,22.0,1.0,0.0
2020-09-13,1,G.Bernard,CIN,LAC,1.0,1.0,0.0
2020-09-13,1,C.Uzomah,CIN,LAC,5.0,1.0,0.0
2020-09-13,1,A.Green,CIN,LAC,,0.0,0.0
2020-09-13,1,M.Williams,LAC,CIN,10.0,1.0,0.0
